time, BH1x, BH1y 
0.0,4.988305662547382,0.0
0.2,4.98820717987578,0.02785969417412451
0.4,4.98795306951997,0.055718287925697274
0.6000000000000001,4.987543340657002,0.08357491172402547
0.8,4.986978007323136,0.11142869610610864
1.0,4.986257088413389,0.13927877170379832
1.2000000000000002,4.985380607680913,0.16712426927095458
1.4000000000000001,4.984348593736223,0.19496431971059827
1.6,4.9831610800462744,0.22279805410205938
1.8,4.9818181049333985,0.25062460372811857
2.0,4.980319711574069,0.27844310010214346
2.2,4.978665947997529,0.306252674995217
2.4000000000000004,4.9768568670842654,0.33405246046325715
2.6,4.974892526564326,0.3618415888741293
2.8000000000000003,4.97277298901549,0.3896191929347465
3.0,4.9704983218612835,0.4173844057181611
3.2,4.96806859736885,0.4451363606906436
3.4000000000000004,4.965483892646658,0.47287419173874956
3.6,4.962744289642075,0.5005970331963728
3.8000000000000003,4.959849875138765,0.528304019871786
4.0,4.956800740753966,0.5559942870746636
4.2,4.953596982935588,0.5836669706430926
4.4,4.950238702959174,0.611321206970563
4.6000000000000005,4.946726006924715,0.6389561330329439
4.800000000000001,4.943059005753299,0.6665708864154383
5.0,4.939237815183625,0.6941646053395228
5.2,4.935262555768352,0.7217364286898632
5.4,4.931133352870313,0.7492854960412114
5.6000000000000005,4.926850336658565,0.7768109476852796
5.800000000000001,4.922413642104295,0.8043119246575945
6.0,4.917823408976576,0.8317875687643238
6.2,4.913079781837977,0.8592370226090837
6.4,4.90818291004001,0.8866594296197166
6.6000000000000005,4.90313294771844,0.9140539340750453
6.800000000000001,4.897930053788449,0.9414196811316016
7.0,4.892574391939627,0.9687558168503239
7.2,4.887066130630849,0.9960614882232315
7.4,4.881405443084964,1.023335843200063
7.6000000000000005,4.8755925072833755,1.0505780307148913
7.800000000000001,4.869627505960436,1.0777872007127045
8.0,4.863510626597721,1.1049625041759532
8.200000000000001,4.8572420614181375,1.1321030931510714
8.4,4.850822007379892,1.1592081207749554
8.6,4.844250666170315,1.1862767413014184
8.8,4.837528244199518,1.2133081101276013
9.0,4.830654952593933,1.240301383820352
9.200000000000001,4.8236310071896735,1.2672557201425687
9.4,4.816456628525776,1.2941702780795032
9.600000000000001,4.809132041837272,1.3210442178650286
9.8,4.8016574770481295,1.3478767010078638
10.0,4.7940331687640345,1.3746668903177635
10.200000000000001,4.786259356265043,1.4014139499316625
10.4,4.778336283498067,1.4281170453397818
10.600000000000001,4.770264199069232,1.4547753434116903
10.8,4.762043356236079,1.4813880124223242
11.0,4.753674012899624,1.5079542220779616
11.200000000000001,4.7451564315962695,1.5344731435421555
11.4,4.7364908794895815,1.560943949461614
11.600000000000001,4.727677628361907,1.587365813992043
11.8,4.718716954605861,1.6137379128239333
12.0,4.709609139215653,1.6400594232083066
12.200000000000001,4.7003544677782925,1.6663295239824085
12.4,4.690953230464629,1.6925473955953518
12.600000000000001,4.681405722020263,1.7187122201337122
12.8,4.671712241756305,1.7448231813470692
13.0,4.661873093540001,1.7708794646734978
13.200000000000001,4.651888585785205,1.7968802572650058
13.4,4.641759031442719,1.8228247480129172
13.600000000000001,4.631484747990489,1.8487121275732035
13.8,4.6210660574236515,1.8745415883917549
14.0,4.610503286244449,1.9003123247296019
14.200000000000001,4.5997967654520036,1.9260235326880752
14.4,4.588946830531944,1.9516744102339083
14.600000000000001,4.5779538214458935,1.9772641572242853
14.8,4.566818082620826,2.0027919754318235
15.0,4.555539962938273,2.0282570685695047
15.200000000000001,4.544119815723397,2.0536586423155367
15.4,4.532557998733923,2.078995904338158
15.600000000000001,4.5208548741489345,2.104268064320381
15.8,4.5090108085575284,2.1294743339846676
16.0,4.497026172947334,2.1546139271175475
16.2,4.484901342692894,2.1796860595941654
16.400000000000002,4.4726366975439085,2.204689949402769
16.6,4.460232621613342,2.229624816669122
16.8,4.447689503365394,2.2544898836808622
17.0,4.435007735603337,2.2792843749117813
17.2,4.422187715457211,2.3040075170460423
17.400000000000002,4.40922984437139,2.3286585390023262
17.6,4.3961345280920145,2.3532366719579043
17.8,4.382902176654282,2.3777411493726524
18.0,4.369533204369608,2.4021712070129744
18.2,4.356028029812661,2.4265260829756743
18.400000000000002,4.342387075808245,2.4508050177117395
18.6,4.328610769418069,2.4750072540500563
18.8,4.314699541927379,2.4991320372210564
19.0,4.300653828831443,2.5231786148802735
19.200000000000003,4.28647406982193,2.5471462371318454
19.400000000000002,4.272160708773136,2.5710341565519146
19.6,4.2577141937280905,2.594841628211974
19.8,4.24313497688453,2.618567909702119
20.0,4.228423514580747,2.6422122611542322
20.200000000000003,4.213580267281292,2.6657739452650766
20.400000000000002,4.198605699562571,2.689252227319317
20.6,4.183500280098298,2.712646375212462
20.8,4.168264481644824,2.7359556594737167
21.0,4.152898781026339,2.759179353288757
21.200000000000003,4.137403659119947,2.782316732522423
21.400000000000002,4.121779600840612,2.8053670757413225
21.6,4.106027095125983,2.828329664236358
21.8,4.090146634921088,2.85120378204516
22.0,4.074138717162903,2.873988715974442
22.200000000000003,4.058003842764803,2.8966837556222647
22.400000000000002,4.0417425166008805,2.9192881934002073
22.6,4.025355247490142,2.9418013245554677
22.8,4.008842548180591,2.964222447192853
23.0,3.99220493533317,2.9865508622966983
23.200000000000003,3.975442929505597,3.008785873752683
23.400000000000002,3.958557055136071,3.030926788369563
23.6,3.9415478405268614,3.0529729159008085
23.8,3.9244158178277737,3.0749235690661543
24.0,3.907161523019494,3.0967780635730486
24.200000000000003,3.8897854958968168,3.118535718138017
24.400000000000002,3.872288280051752,3.1401958545079256
24.6,3.8546704228565147,3.1617577974811577
24.8,3.8369324754463943,3.1832208749286846
25.0,3.8190749927025083,3.204584417815047
25.200000000000003,3.8010985332344376,3.225847760219242
25.400000000000002,3.78300365936275,3.2470102393555003
25.6,3.7647909371013983,3.268071195593979
25.8,3.7464609361400116,3.2890299724813548
26.0,3.7280142298260683,3.309885916761303
26.200000000000003,3.7094513951469565,3.3306383783948954
26.400000000000002,3.6907730127119187,3.351286710580885
26.6,3.671979666733884,3.371830269775893
26.8,3.6530719450111877,3.392268415714498
27.0,3.6340504389091803,3.412600511429213
27.200000000000003,3.6149157433417227,3.4328259232703715
27.400000000000002,3.5956684567525747,3.4529440209258997
27.6,3.5763091810966663,3.472954177440986
27.8,3.5568385218212653,3.492855769237653
28.0,3.537257087847035,3.512648176134214
28.200000000000003,3.5175654915489813,3.532330781364628
28.400000000000002,3.4977643487372942,3.5519029715977495
28.6,3.4778542786380786,3.5713641369564653
28.8,3.4578359038739803,3.590713671036731
29.0,3.4377098504447106,3.60995097092649
29.200000000000003,3.4174767477074552,3.6290754372244907
29.400000000000002,3.397137228357191,3.6480864740589904
29.6,3.3766919284068826,3.6669834891063458
29.8,3.3561414871675925,3.6857658936095024
30.0,3.335486547228478,3.704433102396361
30.200000000000003,3.3147277544366824,3.722984533898038
30.400000000000002,3.29386575787714,3.7414196101670116
30.6,3.2729012098522596,3.759737756895156
30.8,3.2518347658615254,3.777938403431662
31.0,3.230667084580985,3.7960209828008358
31.200000000000003,3.209398827842647,3.813984931719798
31.400000000000002,3.188030660613777,3.831829690616047
31.6,3.1665632509760915,3.8495547036449307
31.8,3.1449972701048634,3.867159418706976
32.0,3.123333392247921,3.884643287465121
32.2,3.1015722947045603,3.9020057653618174
32.4,3.079714657804357,3.9192463116360203
32.6,3.057761164885879,3.9363643893400613
32.800000000000004,3.0357125022753175,3.9533594653563937
33.0,3.0135693592650172,3.970231010414227
33.2,2.9913324280919067,3.9869784991060357
33.4,2.969002403915857,4.003601409903949
33.6,2.9465799847979235,4.020099225176018
33.800000000000004,2.924065871678522,4.036471431202368
34.0,2.901460768355493,4.0527175181912085
34.2,2.8787653814620957,4.068836980294752
34.4,2.855980420444899,4.084829315624977
34.6,2.833106597541591,4.10069402626929
34.800000000000004,2.8101446277587043,4.116430618306051
35.0,2.7870952288492483,4.132038601819979
35.2,2.7639591212902563,4.147517490917434
35.4,2.740737028260258,4.162866803741567
35.6,2.7174296756166476,4.1780860624873455
35.800000000000004,2.694037791872994,4.19317479341646
36.0,2.6705621081762447,4.208132526872087
36.2,2.6470033582838597,4.222958797293553
36.4,2.6233622785408626,4.237653143230828
36.6,2.599639607856808,4.252215107358932
36.800000000000004,2.575836087682672,4.266644236492187
37.0,2.5519524619876615,4.28094008159835
37.2,2.5279894772359435,4.295102197812612
37.4,2.5039478823633026,4.3091301444514665
37.6,2.4798284287537116,4.323023485026453
37.800000000000004,2.455631870215836,4.336781787257761
38.0,2.4313589629594548,4.35040462308771
38.2,2.4070104655718088,4.363891568694085
38.400000000000006,2.38258713899388,4.377242204503361
38.6,2.3580897464965904,4.39045611520377
38.800000000000004,2.333519053656927,4.403532889758257
39.0,2.3088758283340045,4.41647212141728
39.2,2.2841608406450478,4.4292734077315
39.400000000000006,2.2593748629413053,4.441936350564316
39.6,2.2345186697838986,4.454460556104273
39.800000000000004,2.2095930379195945,4.466845634877342
40.0,2.1845987462565155,4.479091201759048
40.2,2.1595365758397773,4.491196875986477
40.400000000000006,2.1344073098270693,4.503162281170142
40.6,2.1092117334641562,4.5149870453057055
40.800000000000004,2.0839506340603213,4.526670800785575
41.0,2.0586248009637518,4.5382131844103535
41.2,2.033235025536842,4.549613837400158
41.400000000000006,2.007782101131458,4.5608724054057905
41.6,1.9822668230641192,4.571988538519785
41.800000000000004,1.9566899885911284,4.5829618912873
42.0,1.9310523968836433,4.593792122716882
42.2,1.9053548490026797,4.604478896291086
42.400000000000006,1.8795981478740673,4.615021879976958
42.6,1.853783098263336,4.625420746236368
42.800000000000004,1.82791050675055,4.635675172036221
43.0,1.8019811817050893,4.645784838858507
43.2,1.7759959332603659,4.655749432710224
43.400000000000006,1.7499555732884953,4.6655686441331525
43.6,1.7238609153749045,4.675242168213488
43.800000000000004,1.6977127747928917,4.684769704591336
44.0,1.6715119684781379,4.694150957470061
44.2,1.6452593150031514,4.703385635625492
44.400000000000006,1.61895563455168,4.712473452414989
44.6,1.592601748893062,4.721414125786363
44.800000000000004,1.566198481356524,4.730207378286652
45.0,1.539746656805445,4.738852937070752
45.2,1.5132471016115558,4.747350533909917
45.400000000000006,1.4867006436291046,4.755699905200086
45.6,1.46010811216897,4.763900791970102
45.800000000000004,1.4334703379727252,4.771952939889752
46.0,1.4067881531866688,4.779856099277685
46.2,1.3800623913357979,4.787610025109176
46.400000000000006,1.3532938872977527,4.795214477023745
46.6,1.3264834772767076,4.802669219332624
46.800000000000004,1.2996319987772218,4.809974021026093
47.0,1.2727402905780616,4.817128655780658
47.2,1.2458091927059627,4.8241329019660775
47.400000000000006,1.2188395464093755,4.830986542652261
47.6,1.1918321941321566,4.837689365616003
47.800000000000004,1.1647879794872247,4.8442411633475775
48.0,1.137707747230193,4.850641733057181
48.2,1.1105923432329468,4.856890876681234
48.400000000000006,1.0834426144572034,4.862988400888532
48.6,1.056259408928029,4.868934117086241
48.800000000000004,1.02904357570732,4.874727841425759
49.0,1.001795964867264,4.880369394808418
